"esfera";"poder";"orgao";"protocolo";"assunto";"outros";"atendimento";"nao_e_pedido_de_informacao";"contem_dados_pessoais";"pedido";"pedido_pasta_do_anexo_pedido";"anexo_com_extensao_pedido";"resposta";"pasta_do_anexo_resposta";"anexo_com_extensao_resposta";"data_recurso_1";"recurso_1";"pasta_do_anexo_recurso_1";"anexo_com_extensao_recurso_1";"data_resposta_recurso_1";"resposta_recurso_1";"pasta_do_anexo_resposta_recurso_1";"anexo_com_extensao_resposta_recurso_1";"data_recurso_2";"recurso_2";"pasta_do_anexo_recurso_2";"anexo_com_extensao_recurso_2";"data_resposta_recurso_2";"resposta_recurso_2";"responsavel"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1422230400.3";;;;;;"Relatório da Auditoria Operacional sobre a gestão das unidades de conservação no bioma Amaznia e deciso do TCE/RO sobre esse relatrio.";;;"segue anexo informaçao solicitada
";;"ANEXO 11                                                                   ANEXO 12";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1423612800";;;;;;"Meu nome XXXXXX XXXX XX XXXXXX e sou assistente de pesquisa da Professora XXXXXXX XXXXX-XXXXXXX na Universidade Brown (Brown University). Atualmente desenvolvemos uma pesquisa na qual examinamos os governos subnacionais no Brasil e na Argentina. Neste sentido, venho requerer uma lista de todos os conselheiros que tomaram posse nesse Tribunal de Contas a partir de 1988, incluindo os atuais, constando as seguintes informações: (i) Data de posse no Tribunal (ii) Data de saída do Tribunal e motivo da saída (aposentadoria, falecimento ou voluntária) (iii) Se o ingresso no Tribunal se deu por meio das vagas reservadas ao legislativo ou ao executivo (iv) Se o conselheiro preencheu a vaga destinada a auditor ou procurador (v) A formação acadêmica (vi) As atividades profissionais exercidas antes de integrar o TCE, em particular se exerceu alguma funo pública ou cargo político. As informações coletadas se destinam exclusivamente a fins acadêmicos. Antecipadamente agradeço a atenção.";;;"Bom dia,

segue os documentos anexos

";;"ANEXO 13 AO ANEXO 41";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1423612800.2";;;;;;"Boa tarde. Sou pesquisadora em Direito pela UFG/CNPq e gostaria, para auxiliar em minha pesquisa, de saber se j foi instaurado, até a presente data, algum processo administrativo em razão de ofensa Lei federal 12.846. Caso afirmativo, solicito que me sejam enviadas as informações possíveis a respeito do/dos caso/casos. Mui grata e atenciosamente, XXXXX XXXXXXX.";;;"Olá bom dia!

Em relação a sua solicitação feita por meio do site do Tribunal de Contas de Roraima (TCE/RR), informo à Vossa Senhoria que não existe nenhum processo administrativo, no âmbito deste Tribunal, que tenha sido aberto com fundamentado na lei Federal nº 12.846.

Atenciosamente";;;;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1424390400";;;;;;"Informação sobre arrecadação Tributária de todos os Municípios do Estado de Roraima";;;"Prezado Sr. XXXXXXXXX,
Segue anexo o relatório preliminar de análise nº 006/2015, referente a sua solicitação enviada a esta Ouvidoria por email.
Informamos que os entes municipais jurisdicionados desta Corte de Contas encontram-se no endereço eletrônico: http//www.tce.rr.leg.br/portal/index.php/orgãos fiscalizados.
Atenciosamente";;"ANEXO 42                                                                   ANEXO 43                                                                   ANEXO 44";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1426550400";;;;;;"Ol, Em uma verificação no site do Tribunal de Contas no consegui encontrar uma lista com o nome de todos os conselheiros que j fizeram parte do corpo do tribunal nos últimos quinze anos. Gostaria de ter acesso a esta informação, e do currículo destes conselheiros, se possível. Obrigada. Atenciosamente XXXXXXXX XXXXX";;;"Bom dia,
De ordem do Conselheiro Ouvidor, segue anexo os documentos solicitados a esta Ouvidoria.
Atenciosamente";;"ANEXO 45";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1429833600";;;;;;"Caso seja possível, a exemplos de outros Tribunais de Contas, nos quais a informação solicitada está nos relatórios anuais de atividades, disponíveis na internet, quantas denúncias, por ano, a partir de 2005, foram protocoladas (ou analisadas) neste rgo de Controle Externo";;;"Bom dia,
Com os cumprimentos, encaminhamos em anexo, a resposta referente a sua solicitação.
Atenciosamente";;"ANEXO 46";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1433894400";;;;;;"Solicito: Edital do último concurso para \"Auditor Externo\" ou cargo equivalente. · Número de vagas ocupadas de Conselheiros na composição do Tribunal. · Número de vagas ocupadas de Auditores na composição do Tribunal. · Número de vagas ocupadas de Procuradores na composição do Tribunal. · Ano da posse do Conselheiro com mais tempo de trabalho. · Ano da posse do Conselheiro com menos tempo de trabalho. · Número de servidores do Tribunal de Contas que participaram dos cursos de capacitação internos do Tribunal. · Número de servidores do Tribunal de Contas que participaram de cursos externos de capacitação. · Documento, normativo ou similar, que regulamente a gratificação por desempenho dos servidores do Tribunal. · Montante de multas aplicadas no exercício. · Montante efetivamente arrecadado em multas no exercício. · Número de Processos apreciados pelo Tribunal de Contas.";;;"Bom dia Sr. André,
Segue anexo, cópia do Memo nº189/2015/DIGAF, enviada pelo do Diretor de Gestão Administrativa do TCE/RR, com mais informações solicitadas.
Atenciosamente";;"ANEXO 47                                                                   ANEXO 48";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"14135";;;;;;"Solicito lista das relações dos servidores municipais com os respectivos vencimentos brutos contendo: 1. Relação dos Servidores Municipais Efetivos de Caracaraí, com respectivos Cargos/Função que estão afastados, com e sem remuneração; 2. Relação dos Servidores Municipais Efetivos com respectivos Cargos/Função, que estão a Disposição de Vereadores e demais autoridades; 3. Relação de todos os servidores efetivos, com as suas respectivas Lotações e Cargos/Função; 4. Relação atualizada de todos os servidores de função gratificada e cargos comissionados e contratados, com as suas respectivas lotações e cargos/função; 5. Relação dos servidores federais (quadro da união) que estão à disposição da prefeitura municipal de Caracaraí e, com suas respectivas lotações e Cargos/Função; 6. Relação de todos os Servidores Efetivos que estão cedidos a outras.                                                                                                                        OBS: Solicitamos uma lista de cada um dos itens acima citado do ano de 2015, para verificar o número de funcionários que foram contratados durante o decorrer do ano passado até agora.";;;;;"ANEXO 49";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1440547200";;;;;;"Gostaria de solicitar o documento do parecer prévio das contas municipais de Amajari, referentes ao exercício de 2010.";;;"conforme sua solicitação segue anexo.";;"ANEXO 50";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1443657600";;;;;;"Em atenção ao disposto na lei de acesso informação e a aproximação das eleições municipais que ocorrerão no próximo ano, a Confederação Nacional de Municípios requer saber, desde 2012, qual o número de prefeitos no limite do estado condenados por rgo colegiado e esto impedido de concorrer s eleições municipais em 2016 em decorrência da LC 64/90.
";;;"Para atender sua solicitação referente a \"qual o número de prefeitos no limite do estado condenados por órgão colegiado e estão impedidos (sic) de concorrer às eleições municipais em 2016 em decorrência da LC 64/90\", encaminhamos seu pleito à Divisão de Atividades Plenárias e Cartoárias - DIPLE, que atravéz do memorando n° 986/2015- DIPLE, informou que os dados solicitados não estão disponiveis neste Tribunal, haja vista que esta Corte de Contas afim de atender ao previsto na alínea \"g\" do inciso I do art. 1° c/c art. 3° da LCF n° 64/90, apenas envia ao Ministério Público Eleitoral, o rol de responsáveis que tiveram suas contas julgadas irregulares, conforme disposto no art. 105 da LCE Nº 006/94.

Diante disso, sugerimos que dirija seu pleito diretamente ao Tribunal Regional Eleitoral do Estado de Roraima, órgão competente para decidir acerca de inelegibilidade, de acordo com o art. 2º da LCF nº 64/90, e que, certamente, dispõe das informações precisas para suprir sua solicitação.

Atenciosamente.";;;;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1456012800";;;;;;"Solicito o seguinte acesso a informação:
Necessito dos pareceres prévios, que não localizei no site do TCE-RR, relacionados abaixo (municípios versus exercício):AMAJARI 2003
AMAJARI 2005
AMAJARI 2006
BONFIM 2003
BONFIM 2005
CARACARAI 2002
CARACARAI 2004
CARACARAI 2006
NORMANDIA 2003
NORMANDIA 2005
NORMANDIA 2006
SAO LUIZ 2004
SAO LUIZ 2006
SAO LUIZ 2007
SAO LUIZ 2008

Solicito cópia do parecer, juntamente com a seguinte informação planilhada, se possível:

Município: Nome do município;
Parecer do TC: Se o parecer (decisão) foi favorável, desfavorável ou favorável com ressalva ;
Relator: Nome do Relator responsável;
Data: Ano de julgamento.
Transito em Julgado: Sim / Não
Percentual (%) de aplicação no ensino;
Percentual (%) de aplicação na saúde;

Agradeço a atenção
Aguardo


Atenciosamente,


XXXXXXX XXXXXX";;;"Segue anexo documento, encaminhado pela DIPLE, referente a consulta formulada sobre Parecer Prévio.

Atenciosamente";;"ANEXO 51";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1456790400";;;;;;"Nobres membros da Ouvidoria deste Tribunal de Contas,Venho por meio deste, solicitar informações acerca da aplicação do instituto da prescrição nesta Corte. Justifico que tais informações servirão para compor meu trabalho monográfico de conclusão de curso de Direito da Universidade de Fortaleza – UNIFOR, intitulado \"O INSTITUTO DA PRESCRIÇÃO NO TRIBUNAL DE CONTAS: UMA ANÁLISE JURISPRUDENCIAL\" e que será apresentado em maio deste ano.Tal trabalho encontra-se sob orientação do professor mestre em Direito Constitucional XXXX XXXXXXX X. XXXXXXXXX, Procurador do Banco Central – BACEN.Rogo pela colaboração dos senhores em me fornecerem informações e, se possível, dados, para que possa demonstrar como e, se, ocorre a prescrição nos processos dos Tribunais de Contas do Brasil. Peço que respondam as seguintes perguntas e me encaminhem as respostas através do e-mail: XXXXXXXXXXXX_X@hotmail.com. Tais informações poderão ser fornecidas em forma de texto, por meio de gráficos ou por decisões desta Corte.
1) Neste Tribunal, ocorre a prescrição nos processos de contas?
2) Qual o lapso temporal utilizado para delimitar a prescrição? O decenal do Código Civil ou o de cinco anos presente em diversas leis de direito administrativo?
3) Existe alguma contabilização de processos de contas (prestação de contas de governo, gestão e tomada de contas) que foram prescritos?
4) Quais são as sanções desta Corte passíveis de prescrição?
5) Quais são as causas suspensivas e interruptivas da prescrição?
6) Existe algum normativo sobre a prescrição nesta Corte?

Agradeço a atenção e a contribuição para este trabalho monográfico que tem como objetivo principal demonstrar a importância do julgamento da Corte de Contas para a sociedade como um todo.

Atenciosamente,

XXXXXXX XXXXX XXXXXXXXXX.

Graduanda em Direito pela Universidade de Fortaleza – UNIFOR.";;;"Bom dia XXXXXXX,
segue anexo, documento com as informações solicitadas.
Atenciosamente";;"ANEXO 52";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1457395200";;;;;;"Com os cumprimentos de estilo, vimos mui respeitosamente solicitar a esta Corte de Contas sua colaboração para um estudo que a Secretaria de Administração Geral do TCE/RN está realizando acerca dos orçamentos dos Tribunais de Contas.
O estudo tem como objetivo identificar a execução orçamentária dos Tribunais de Contas, segundo os grupos da natureza da despesa:
1 - Pessoal e Encargos Sociais
2 - Juros e Encargos da Dívida
3 - Outras Despesas Correntes
4 - Investimentos
5 - Inversões Financeiras
6 - Amortização da Dívida
Desta feita, solicita-se, mui respeitosamente, que esta Corte de Contas encaminhe os valores referentes à dotação atualizada e as despesas empenhadas até o 6º bimestre dos exercícios de 2013, 2014 e 2015 de todas as unidades gestoras vinculadas ao Órgão, como o próprio Tribunal de Contas e os fundos, que porventura existam.
Esta Secretaria de Administração Geral põe a disposição para quaisquer esclarecimentos por meio do contato (84) 3642-7330.No ensejo reitero os votos de elevada estima e distinta consideração.

XXXXX XXXXXXX XX XXXXX
Assessor da Secretaria Geral

";;;"Bom dia!

Em resposta a sua solicitação, o Diretor de Gestão Administrativa e Financeira, encaminhou anexo, documentos referente a sua solicitação, referente aos exercícios de 2013, 2014 e 2015 deste TCE/RR.

Atenciosamente";;"ANEXO 53 AO ANEXO 59";;;;;;;;;;;;;;;"Ana"
"estadual";"tribunal de contas";"tribunal de contas estadual de roraima";"1458604800";;;;;;"Conforme art. 11, §5º, da Lei de Acesso à Informação solicita-se a informação em formato digital. - Relatório Qualidade e Agilidade dos Tribunais de Contas do Brasil - QATC - específico deste Tribunal, conforme orientações da ATRICON, referente aos anos de 2013, 2014 e 2015. - Quantidade total de servidores em 2014; - Quantidade de cargos de livre nomeação com detalhamento de quantitativo por gabinete de conselheiro em 2014; - Quantidade de entidades jurisdicionadas em 2014; - cargos em comissão (sem necessidade de concurso): número geral, porcentagem em relação ao total de cargos e distribuição nos gabinetes em 2014; - currículos dos conselheiros de 2013 e 2015; - Processos analisados e julgados em definitivo em 2014; - Estoque de processos em 2014; - Se havia processos autuados há mais de 4 anos pendentes de apreciação em 2014;. Se sim, quantos e porcentagem em relação ao total. att";;;"Bom dia,
Prezado Sr. XXXXXXXXX, segue anexo documento referente ao Quantitativo de Cargos Comissionados deste Tribunal.
Atenciosamente";;"ANEXO 60                                                                    ANEXO 61";;;;;;;;;;;;;;;"Ana"
